Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Military expenditure (current USD),MS.MIL.XPND.CD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,29065079.3001273,54524419.3833334,89826506.5188379,255573248.407643,523306311.522872,589099594.672843,514837869.137232,574334105.385061,584105385.060799,883757961.78344,1133468442.38564,1261580775.91199,1457006369.42675,1580789642.06406,1617713053.17101,1305689796.90142,1139141742.52276,1148894668.40052,1171521456.43693,1447919375.81274,1254811443.43303,1517165149.54486,1439921976.59298,1520091027.30819,1513849154.74642,1437191157.3472,1482054616.38492,1318205461.63849,1340442132.63979,1577243172.95189,1819895968.79064,1868465539.6619,1969310793.23797,2230689206.76203,2739011703.51105,3022626788.03641,3244603381.0143,3462483745.12354,3367490247.07412,3671391417.42523,5000715214.56437,9250650195.05852,8766319895.96879,8213524057.21717,7533550065.0195,7935955786.73602,6802665799.73992,6710013003.90117
Military expenditure (current USD),MS.MIL.XPND.CD,Pakistan,PAK,208845208.845209,210105210.10521,200340200.3402,219660219.66022,257880257.880258,439635439.63544,549675549.67555,478275478.275478,492555492.555493,552720552.720553,635250635.250635,739410739.410739,478207381.775708,477624634.164645,609191919.191919,771161616.161616,833181818.181818,913585858.585859,1031868686.86869,1181818181.81818,1429292929.29293,1737373737.37374,1852711542.51952,1985972402.22612,2114435830.07625,2143969262.44946,2282625018.77159,2500172425.68453,2721723239.62829,2580142638.07414,2810101624.33087,3067123794.15818,3388776372.65377,3308760744.5779,3320617929.37389,3665932426.75246,3547799671.27419,3320238862.60535,3218881738.28494,3080764514.44121,2973072721.91798,2842046790.42489,3273401893.38254,3722814794.29284,4128195489.36711,4587117425.1653,4969197611.46682,5342575137.68038,5226678786.50153,5274564970.76961,5974613176.07619,6954787511.26317,7478971082.02563,7645455529.42566,8654930761.62216,9483482373.08916,9973768058.78466,11461253916.5641,11375525626.0917
Military expenditure (current USD),MS.MIL.XPND.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103800000,102900000,101900000,73100000,78600000,78800000,95200000,101000000,96600000,101200000,118000000,104000000,111600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military expenditure (current USD),MS.MIL.XPND.CD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7933048.21486779,21985174.1975033,22276752.3199159,27421800.6136051,30150739.6485036,38795968.6770619,38248532.2460091,..,..,..,34289370.2952085,37450561.7584264,42383569.0974437,46294747.8412508,53074242.2248797,68691099.4764398,52642141.6630504,58569676.6642859,68596992.1599056,83255878.3396286,56405488.1860232,78744873.2819335,79556597.1473675,49720532.9886815,35678026.4278796,33606981.6257872,25230765.5988102,17020861.4661046,19307132.1331855,24421729.4432342,30464707.6838763,31307966.3562042,39287099.3306018,39332022.2659245,52048171.7807444,46335624.3725384,64193136.1425914,110623185.275838,105100890.617551,112375527.649011,99840642.6789849,79051319.3098808,71907641.5612974,60592819.1437946
Military expenditure (current USD),MS.MIL.XPND.CD,Paraguay,PRY,7088541.5940611,7187461.3157632,8276810.92143356,9208934.8108216,9815376.85933912,11679624.6381152,13588794.0501148,14936443.0468204,16621004.2927024,17856349.2063492,19316666.6666667,20750000,28851587.3015873,30915873.015873,31434126.984127,43488888.8888889,46757936.5079365,55486507.9365079,69522222.2222222,63530158.7301587,89326190.4761905,131942063.492063,208026190.47619,221221334.920635,172997512.437811,158363306.126841,191435349.311696,116922830.909091,178435818.181818,98142356.7059893,112234255.698035,197613496.807981,169556285.205336,157930499.273865,161100272.278829,206926409.311294,202012224.837222,167982106.865488,139262988.039667,116553254.85737,110248167.1987,91298893.9250821,69892741.2933427,63511880.0569179,84466986.2603802,77468937.966578,106557406.138984,132393616.175746,168154857.399547,168486261.904906,204605254.822129,285106240.844392,320909756.560571,371215575.362154,398370979.27251,386538864.264704,343232340.562483,348179657.473011,386556389.586348
Military expenditure (current USD),MS.MIL.XPND.CD,Peru,PER,49085687.4926738,63020431.2984073,66368381.8046234,97315436.2416107,120432513.049963,132736763.609247,145041014.168531,243980653.458211,113178294.573643,128940568.475452,218087855.297158,247286821.705426,276485788.113695,364341085.271318,454780361.757106,710909865.546385,778394355.385449,1031640129.7326,665178542.875234,520650234.292605,948572813.349258,994511245.080721,1268695336.79202,927159637.241117,666310916.249621,666976464.478036,867538985.481269,1455232302.59328,736618231.495281,862654199.43815,777066944.849536,697734627.831715,904617804.997472,956586464.955339,1111161731.20729,1413463629.38407,1396469288.6811,1178753608.06555,1141808873.72014,992217726.322883,912005730.659026,904235449.10931,839613251.812882,891253913.358459,922046074.47036,1203039421.37744,1291060139.52319,1332655375.70731,1503663891.38051,1848562930.06419,2178945723.33363,2355167833.84937,2857983382.19855,3305451871.31792,3217579346.40551,3312214570.18629,2536072334.8143,2665785313.29571,2708912280.26713
Military expenditure (current USD),MS.MIL.XPND.CD,Philippines,PHL,123821339.950372,128712871.287129,82889601.2446853,94235401.823845,93605898.7061414,93114395.1273544,109615384.615385,129487179.487179,153846153.846154,189230769.230769,155055171.187345,161310133.696948,196259385.992773,301201252.760395,521518532.3231,..,714759968.065632,754442226.070606,622746328.959944,874273979.844257,879326572.969461,982322001.607666,964637002.34192,800165576.322586,513453143.059041,609330746.534962,593798594.11254,652382133.150522,931561008.215334,954928761.035484,951481869.97388,913219741.908249,1078843704.06663,1173017500.12906,1392199021.8494,1700402496.64586,1879303176.29243,1576447115.27042,1225561280.50943,1341016654.30172,1303077685.47914,1122103991.55956,1199121766.69845,1301286084.05761,1243221347.64694,1372702435.30512,1607271267.46346,2014371029.11477,2270904919.08319,2115785124.48694,2438189568.98405,2701492158.26159,2898685257.45463,3377027861.15129,3103128266.11886,3335552976.95966,4357991312.71901,3755351173.18435,3769741011.26795
Military expenditure (current USD),MS.MIL.XPND.CD,Poland,POL,3550000000,4025000000,4375000000,4950000000,5200000000,5525000000,5975000000,6275000000,7225000000,7975000000,8525000000,9452062887.04014,10054347826.087,12059701492.5373,13162650602.4096,14337349397.5904,15572289156.6265,17379518072.2892,10292598967.2978,1936746987.95181,1506218238.81022,1567860808.36714,2122035928.42609,2195521572.91098,2313670081.24338,2140789169.64565,2173578188.91304,1765484772.69384,1783781523.92543,1493906252.17138,1540736842.10526,1721995820.76569,1881935067.22245,2123378415.67762,2251923178.48153,2719362633.91863,3083416787.21116,3192276376.89866,3491022616.10174,3226555351.37669,3146106712.50118,3630645594.66523,3776173214.41264,4150261758.56501,4778627749.04037,5896404861.10253,6619413758.87805,8589136364.45745,9349421394.29862,7903812008.43552,8790170132.32514,9455422988.00142,8986838792.09222,9275711727.44588,10345153574.8722,10212785780.6075,9164190586.63773,9870680628.27225,11596155290.5944
Military expenditure (current USD),MS.MIL.XPND.CD,Portugal,PRT,105157457.253633,171194666.815431,199785222.169535,199087891.551142,224400992.998801,232350562.048478,257175532.063262,333045103.344398,371893392.09506,374919806.978885,436103595.436668,518294924.360243,593121489.232411,682681692.168039,988203732.197104,778693990.914583,623403324.004192,576875736.545764,622564542.476204,701973945.719566,867810130.992475,843539896.805128,803004962.02174,692947642.548324,628464842.123715,653587081.213048,935754339.691424,1130608393.96686,1347837652.27237,1456535412.61882,1875087896.94259,2115383814.85084,2532649406.11792,2192208141.95305,2173634729.84463,2670121571.79609,2600849532.86091,2388687811.2653,2335597095.58672,2406493740.32496,2204256495.30127,2324811411.08357,2602230483.27138,3109812941.71556,3719431562.08676,4039322489.18072,4066783668.13399,4366184074.74016,4812099461.67649,4949690418.60517,4718924037.64014,4904393519.19428,4137254045.38645,4724102082.03049,4111548063.51924,3565420871.68681,3569059625.67905,3646515109.58121,4247842970.62191
Military expenditure (current USD),MS.MIL.XPND.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,616740088.105727,1059505494.50549,1467252747.25275,905192307.692308,874862637.362637,1528873626.37363,..,865412087.912088,982554945.054945,848461538.461538,790796703.296703,895631868.131868,..,..,..,..,..,..,..,..,..,..,760989010.989011,784615384.615385,772362637.362637,887500000,1065741758.24176,1562225274.72527,2317500000,1948351648.35165,1876758241.75824,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Romania,ROU,740833333.333333,794666666.666667,902000000,904833333.333333,949166666.666667,1034000000,1076000000,1123833333.33333,1255833333.33333,1380000000,1542000000,1618333333.33333,1824593128.3906,545381021.804599,565500000,635500000,691500000,717000000,834413568.479646,860000000,755555555.555556,915333333.333333,989333333.333333,888319701.953023,731196135.374668,2050007583.97797,2307873265.07113,2272446245.7924,2524357528.59514,2572110229.46601,1739025771.1048,1377194084.87286,831620409.60796,722451519.700652,936686222.501496,983140541.391249,874451238.88698,1074785782.24706,1254227892.71236,955337576.959199,935569610.340555,985657655.673622,1056136062.48903,1250327559.25434,1530183903.96058,1975975151.44235,2251493424.65948,2607689941.55644,3000404945.09421,2225144539.94812,2086220460.05224,2379871482.4133,2102886223.40119,2452512981.08128,2691470287.45885,2580594158.27577,2644159836.08537,3622068491.8065,4608673549.83767
Military expenditure (current USD),MS.MIL.XPND.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7766720078.41342,13547871733.4246,12741629470.4057,15826340651.8084,17577353180.6466,7955730400.98588,6469035211.35342,9228204143.73676,11683151344.7726,13943825063.4002,16973739085.1036,20955413570.6279,27336977273.6915,34517781618.918,43534994996.2472,56183785393.2539,51532116797.5199,58720227608.7579,70237523951.4946,81469399931.2577,88352896463.5598,84696504653.4978,66418708183.9769,69245309460.9824,66527303992.4799,61387546980.4354
Military expenditure (current USD),MS.MIL.XPND.CD,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,9365839.70830056,7786746.39836091,9319735.1894778,10297663.2859957,16062942.5517876,14393007.3227777,19633017.1517821,23552267.5593367,28682783.331402,28175370.7285622,28024671.7013255,25460676.6234673,27250728.4310336,34889469.1115173,36093359.4762687,36626347.1628316,41622478.1344745,95132735.4335092,105333802.051708,88570170.0027625,89436136.3589093,40510575.3923129,56449336.7202935,73658822.7625318,77272576.5263821,87091837.061419,80852363.5840954,61329857.1193956,56885903.1314335,51118614.1175728,45196268.982898,41215761.0455642,44996351.8893986,54557648.039731,55580440.8040881,67660359.6239547,75278486.0541411,74514417.2864531,75383928.5565552,79793910.0920567,82480715.5803265,90937755.7335649,103563214.70551,107278618.685189,115716812.449004,118959174.046815
Military expenditure (current USD),MS.MIL.XPND.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Saudi Arabia,SAU,140888888.888889,71555555.5555556,84222222.2222222,113777777.777778,123555555.555556,177777777.777778,300444444.444444,336222222.222222,338666666.666667,429333333.333333,471555555.555556,587274311.70782,930574823.571989,1565589935.76306,..,..,..,11584767351.4777,13404087587.8055,17616726770.6883,20724493047.2475,24399927864.2192,27095797466.2867,21872720536.3035,22672050990.2634,17656965219.4559,..,14460266666.6667,13354666666.6667,12749866666.6667,16355466666.6667,16355466666.6667,15360266666.6667,16451200000,14279733333.3333,13200266666.6667,13340000000,18126666666.6667,20861600000,18320000000,19964266666.6667,21026666666.6667,18501866666.6667,18747466666.6667,20910400000,25392038600.7238,29580507343.1242,35469513008.6724,38222933333.3333,41267200000,45244533333.3333,48530933333.3333,56497866666.6667,67020000000,80762400000,87185866666.6667,63672800000,70400000000,67554666666.6667
Military expenditure (current USD),MS.MIL.XPND.CD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94390801.1395154,96502271.8667172,86843238.3496914,73072311.5220051,70617688.2744721,65136844.1288273,64966400.5270855,85476428.3610449,99871230.4974096,105288603.583036,99602517.8051961,118215708.960021,110014994.310669,109772868.088193,119937986.248203,66146738.5920516,80915880.6606457,79774881.1460028,70800402.2828007,75090854.8492081,78285006.1474844,62361652.6399766,68891286.8210286,74361395.0311914,96856503.7852718,107553687.876809,124403755.2989,148555145.44168,192807975.512606,216870289.523342,214824242.988992,195732892.906394,230190350.650397,196661489.010376,236737915.958222,239893611.642042,214827965.170344,304764264.245112,305441261.623352,346772974.607013
Military expenditure (current USD),MS.MIL.XPND.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,914364967.948176,642122263.42864,737469450.756764,337080608.366223,494069226.481274,678511699.843008,730567122.916573,739172065.075521,629500942.833417,705062714.272523,971570564.636848,1111631537.86105,974288479.238125,872339631.719991,986958193.674369,853622633.230764,919809908.300835,913368512.844769,724151880.19089,710397717.130948,801700087.191948,904323391.453924
Military expenditure (current USD),MS.MIL.XPND.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7246651.05202591,9762352.28978159,11321408.3546279,12148072.7472662,13036424.0522024,14840075.699376,16561706.5363913,20499884.8101711,12949843.0000405,11887196.2435669,11591841.1917757,10543301.9851187,11398353.4738995,10542378.7434509,11090147.4568467,10325841.5560868,11065396.0536334,11699935.9492558,12239108.8595595,15927272.7272727,14727272.7272727,14366386.5180834,15176703.3872253,11124810.1983242,8651202.43352266,7157559.78720231,8712704.9511348,9924109.7489784,13766451.3239843,32597630.8150938,20616835.3810015,26718458.50436,22258545.4705701,22823282.5442653
Military expenditure (current USD),MS.MIL.XPND.CD,Sierra Leone,SLE,..,1930599.22776031,1983799.20648032,2155999.13760034,2353399.05864038,2505998.9976004,2539598.98416041,2883153.57349487,2658001.06320043,3297601.31904053,3986401.59456064,3770637.40982604,4234610.66807196,5022404.82542856,6779970.09799395,6526389.84449494,6020631.89676863,7064980.37505451,8118123.47188264,10785547.3665289,15907791.9603734,15788111.4657924,14128284.8262221,10236934.6480457,9920516.34494711,6281702.96967508,7227148.72515085,4585444.66475729,9011475.02160601,14394912.1258326,12387253.5425168,23179749.7155859,26661754.5180421,23339131.1090317,26495551.6924021,25023304.5910044,18592815.2817541,9490749.70300016,..,..,23310804.3515668,29911134.6071545,27133961.8776292,28467933.5928516,22961537.0377226,23552130.2330088,28022458.4811827,29076876.1787357,23645736.5563087,26405564.6626202,25062278.6312024,25476183.9067774,29758934.0797967,31684939.4114253,48810630.7877162,39226514.2658403,37414732.169548,39577826.0041243,29622478.0996257
Military expenditure (current USD),MS.MIL.XPND.CD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,103635151.998223,128085357.458944,150044444.444444,198891497.820841,225904541.481491,269156159.068865,306272360.816564,380523899.319505,418861751.435783,452160437.053933,560080515.222701,681003838.707998,738310856.90788,732945268.687442,918624711.684512,1049587528.12308,1021162660.39625,1052360421.27656,1205886445.17546,1410452965.24566,1801901209.91101,2022806865.21374,2332148535.5777,2481448703.11117,2797163882.05101,3672797697.15955,4100238291.11231,4457304301.56047,4466270315.48757,4493173880.20956,4330726931.01928,4309127542.24991,4528116430.89708,4723679527.94774,5043396460.83669,5463830809.90147,5830527461.87686,6518528962.9089,7454324102.73808,7537761857.94529,8108851420.23161,8922267805.18056,9171948018.69278,9345680492.28802,9596602344.02747,9383830669.35792,9873331564.27443,10195721998.8965,10841000268.9878
Military expenditure (current USD),MS.MIL.XPND.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,266899036.578679,299993419.135274,629622682.638738,641559871.059046,499529506.65412,397592215.742942,327169170.93351,342322768.946855,393996598.321589,440059286.041859,624508454.581203,711290428.025739,823313455.449583,911370626.760049,1139194487.75287,1411710284.8947,1350294439.2041,1137680535.59722,1064842810.57336,1020180034.79405,967923107.869653,997703821.802668,985915492.957747,1003048083.68943,1049074346.91029,1280643980.97329
Military expenditure (current USD),MS.MIL.XPND.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,281422738.461992,230303671.569146,237949504.101327,334655022.858287,329972648.331902,290785271.801767,301139822.232736,274841827.849109,222391556.805474,271488790.388659,326959522.812057,416906753.676513,493153892.913731,514172799.466764,608833753.372966,692654912.555876,829384406.928626,798868642.190033,772085107.510148,665679671.372271,543496416.521263,506742932.103314,486194870.396018,400771875.346568,449177539.095701,473796757.208807,529496122.658546
Military expenditure (current USD),MS.MIL.XPND.CD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Somalia,SOM,..,3160000,3700000,4480000,5420000,5170000,6500000,7530000,8340000,9000000,11200000,11400000,13200000,16100000,21400000,23100000,26300000,31700000,81400000,87700000,95500000,134000000,83900000,83900000,89200000,44300000,34900000,28500000,49500000,8560000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26050000,60258000,46614000,47706000,60406000,61556000
Military expenditure (current USD),MS.MIL.XPND.CD,South Africa,ZAF,69999972.0000112,113749954.500018,186199925.52003,188999924.40003,271599891.360043,289449884.220046,324449870.220052,373099850.76006,399699840.120064,425599829.760068,417899832.840067,485866527.221808,492386546.204331,752926325.61866,1102318400.77,1431695127.0304,1677275419.31885,2073738018.4345,2067988016.997,2160867339.72825,2661671164.84386,3011979548.27998,2744699858.1717,3052688268.55758,2770152106.71872,2117406345.48856,2497888430.34884,3595968625.21672,4263086823.22617,4181886467.27775,4364458203.85573,3874415134.79061,3677406460.70666,3254313378.66538,3478582291.31463,3292446561.84434,2591787130.61277,2414137709.52873,1905656008.74051,1738036625.04829,1891725013.43693,1802262236.357,1766082897.72027,2574176278.13213,3099065125.41623,3566963815.37049,3506139657.83314,3525684243.6948,3285925081.28339,3592687702.02285,4188168092.20321,4594154077.94655,4489590095.94432,4118208483.42734,3892469155.14112,3488867947.83997,3169756001.32259,3638936587.91403,3639879164.98451
Military expenditure (current USD),MS.MIL.XPND.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,551454504.427754,587966866.722881,896390706.931527,609898632.648716,650910667.82307,1052721970.36864,988225988.700565,981983050.847458,1301525423.72881,1151920376.75944,135338143.589744,72388104.5738804,59353054.2969228
Military expenditure (current USD),MS.MIL.XPND.CD,Spain,ESP,232839815.943989,239348772.068642,308791693.470944,316520311.132393,386820000.721007,439425746.033771,560943076.534843,545917155.931618,668753624.841933,805713226.275707,859146961.788224,900614349.185059,1256164585.70101,1521319434.52806,1968178717.80746,2108232940.99234,2521013874.83057,2808847049.54659,3470695273.0461,4910953932.41438,5508356432.6108,4977748533.42705,4956242441.31541,4770965313.3124,4851949869.22903,5077574144.5611,6270618789.41391,7921508650.89204,8900414226.53907,9302930295.84069,11695038644.5437,11680263754.1412,12250195429.6283,10041511353.1917,10092671257.3779,11439906271.1837,11294316854.7562,9865892241.04623,10333417234.2975,11113722490.4035,10273779251.8887,10222074075.3998,10270839019.3403,12880532801.2243,15262458636.7672,15997724220.2656,17252217612.6934,20065668634.8096,22227721829.5675,20178274984.962,19710785449.8738,19695435494.297,18860623363.4077,17242959322.0024,17178549314.7619,15188853149.9556,14014439635.1839,16043533257.4617,18248291491.0945
Military expenditure (current USD),MS.MIL.XPND.CD,Sri Lanka,LKA,16653016.6530167,17083517.0835171,15849765.8497659,13917763.9177639,13938763.9387639,14474264.4742645,15282765.2827653,15711432.1626131,14305226.3216164,15863429.1887097,21042038.7173512,32258064.516129,30283133.9023704,25146427.176884,28417847.6111717,30478781.0200124,23669757.489301,28081232.2562249,21946485.4234596,28073183.5754377,30811520.2245016,27684625.6566402,25974668.7039333,45952585.3641951,55750799.9779859,188947302.540994,172743269.33716,226699541.853033,165486625.501465,125682787.242247,187023405.694545,277389023.844917,326765473.561246,354785171.204953,437032405.074562,763663963.661622,767105591.680327,698792770.863774,733435634.700334,631014150.108657,822127365.590071,675016502.0194,571657950.222711,541695589.560821,619305492.420499,644211825.110948,791491040.668245,1054816810.24742,1511363006.99688,1522232372.004,1532026109.10635,1751910640.79953,1474902627.68117,1600841410.40839,1914586604.3733,2057866406.9716,1741456649.97426,1866534438.99382,1681433577.38686
Military expenditure (current USD),MS.MIL.XPND.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sudan,SDN,18667432.5100517,20505456.6341183,24842044.801838,28144744.3997702,41872487.0763929,56375646.1803561,50315910.396324,52268811.0281447,57725445.1464675,87018954.6237794,108271108.5583,109994256.174612,107983917.288914,113153360.137852,111430212.521539,119471568.064331,179207352.096496,216538485.838843,175916407.914119,239999813.592378,228000000,203987417.197213,172214638.244251,230769230.769231,355384615.384615,205293356.8285,260000000,310333333.333333,369333333.333333,..,1177777777.77778,1365798114.91107,183718440.712828,257981093.940269,226167004.478452,138756425.66202,106332797.671871,97731859.3168924,259957570.143724,429617897.44605,587267572.329197,388091317.423136,484607263.032365,398110221.738581,1240766949.07039,1164995936.06069,1647839194.37107,2427072594.74802,3228000000,3180483009.73066,..,..,..,..,..,2279621639.5619,2748511976.24707,4382998816.69717,1047878719.98741
Military expenditure (current USD),MS.MIL.XPND.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sweden,SWE,526848900.3926,564736401.576584,636258725.240228,697922566.452937,758619889.7783,844543329.963408,906980385.485994,921961412.739866,941001815.120592,1017260076.43223,1118164543.87121,1238804426.92127,1458082235.50212,1702215352.91087,1855084673.22308,2232315958.56644,2345444903.33778,2560335055.91703,2873317738.08391,3368143351.65194,3791756608.82785,3490216137.64555,2980130869.17698,2629021886.99523,2668524384.05184,2795295632.68836,3577484916.29209,4469563626.49911,4917620753.53141,5032977192.0681,6169504239.88687,6219460369.37761,6418628291.00437,5011158319.66113,5154504229.53951,5729770497.96237,6203436942.65996,5203218382.97605,5132285182.02184,5148727432.48657,4789440136.90975,4128046005.94437,4354573015.42961,5305640404.14034,5514710384.83363,5518466925.99715,5577203266.3572,6386221161.54271,6024791006.05362,5062962024.19184,5885935800.38626,6324747364.3036,6243671605.39748,6528737467.32024,6555518063.89502,5387123174.45396,5427549191.34014,5526592999.00266,5755367603.12326
Military expenditure (current USD),MS.MIL.XPND.CD,Switzerland,CHE,200093758.218136,237368366.891915,273728261.242411,294995369.258738,329525834.962668,343475228.392733,378234372.677483,383265301.455539,373889479.641889,409105981.088281,436090053.625127,511387689.442046,601426981.737252,764969998.388539,888478643.954015,1032046116.6553,1228176857.46748,1226534416.18959,1668885135.51303,1945005773.67206,1996765550.12502,1810878507.718,1928314953.18357,1946035042.92234,1807905757.37973,1966928896.72097,2565428145.77636,3020406520.96648,3276156632.26953,3082038962.5473,4056408189.12148,4016764412.58307,4138043833.82401,3611212625.70891,3899275420.5997,4645360981.67395,4239447900.90695,3498218850.5557,3494250970.81687,3146822887.19502,2800146846.35608,2763655325.25095,2882696761.85832,3270337504.17703,3503819863.2891,3484636759.34403,3328973393.73445,3524746536.48458,4098459038.49172,4055544323.34075,4115407849.19121,4973863848.78193,4592165377.67521,5032883664.3277,4612776714.75554,4521076909.31875,4571348246.67311,4628401508.54477,4795847181.19875
